,Car_name,Year,Price,Location,Status,Ratings,Mileage
5012,Toyota Sienna,2014,"₦ 8,015,000","Anthony, Lagos",Foreign Used,4.6,"58,031 km"
5013,Toyota Camry,2018,"₦ 16,515,000","Festac, Lagos",Foreign Used,5.0,"83,959 km"
5014,Toyota Sienna,2014,"₦ 8,015,000","Anthony, Lagos",New,4.5,"48,349 km"
5015,Toyota Corolla,2010,"₦ 3,515,000","Festac, Lagos",Foreign Used,5.0,"60,213 km"
5016,Lexus GX 460,2010,"₦ 13,765,000","Berger Mkt, Lagos",Foreign Used,4.9,"78,645 km"
5017,Lexus GX 460,2010,"₦ 14,515,000","Isolo, Lagos",Foreign Used,4.9,"80,248 km"
5018,Toyota Corolla,2015,"₦ 5,474,000","Surulere, Lagos",Foreign Used,4.8,"94,888 km"
5019,Toyota Sienna,2006,"₦ 2,865,000","Surulere, Lagos",Foreign Used,4.9,"318,935 km"
5020,Lexus ES 350,2013,"₦ 9,515,000","Garki 2, Abuja",Foreign Used,5.0,"82,492 km"
5021,Honda Odyssey,2012,"₦ 4,215,000","Agege, Lagos",Foreign Used,4.5,"177,660 km"
5022,Toyota Venza,2010,"₦ 7,315,000","Lagos, Lagos",Foreign Used,5.0,"55,650 km"
5023,Lexus RX 350,2010,"₦ 8,715,000","Festac, Lagos",Foreign Used,4.9,"95,343 km"
5024,Dodge Charger,2013,"₦ 5,215,000","Ipaja, Lagos",Foreign Used,4.5,"77,219 km"
5025,Ford Edge,2007,"₦ 2,855,000","Dopemu, Lagos",Foreign Used,4.7,"238,838 km"
5026,Lexus GX 460,2019,"₦ 40,815,000","Ikate, Lekki, Lagos",New,4.8,998 km
5027,Lexus GS 350,2008,"₦ 4,215,000","Ilasan New Road, Lekki, Lagos",Foreign Used,4.4,"88,235 km"
5028,Mercedes-Benz ML 350,2013,"₦ 14,015,000","Ago, Lagos",Foreign Used,4.8,"96,331 km"
5029,Acura TSX,2010,"₦ 3,615,000","Abule Egba, Lagos",Foreign Used,4.9,"132,042 km"
5030,Jaguar XJ8,1998,"₦ 3,915,000","Abule Egba, Lagos",Foreign Used,5.0,"111,271 km"
5031,Toyota Corolla,2014,"₦ 4,815,000","Kubuwa Expressway, Abuja",Foreign Used,4.9,"111,184 km"
5032,Toyota Camry,2018,"₦ 13,815,000","Katampe Road, Abuja",Foreign Used,4.9,"32,011 km"
5033,Kia Optima,2015,"₦ 6,215,000","Katampe Road, Abuja",Foreign Used,4.8,"41,001 km"
5034,Lexus RX 350,2007,"₦ 5,015,000","Kubuwa Expressway, Abuja",Foreign Used,4.7,"500,511 km"
5035,Toyota Corolla,2009,"₦ 4,015,000","Kubuwa Expressway, Abuja",Foreign Used,4.8,"400,101 km"
5036,Toyota Corolla,2011,"₦ 3,715,000","Festac, Lagos",Foreign Used,5.0,"76,624 km"
5037,Toyota Corolla,2010,"₦ 3,315,000","Isolo, Lagos",Foreign Used,4.7,"123,703 km"
5038,Chevrolet Traverse,2014,"₦ 7,515,000","Isolo, Lagos",Foreign Used,4.7,"123,703 km"
5039,Mazda 626,2004,"₦ 1,485,000","Port Harcourt, Port Harcourt",Foreign Used,3.8,"210,214 km"
5040,Toyota Highlander,2010,"₦ 6,840,000","OPM Road, Port Harcourt",Foreign Used,4.6,"86,005 km"
5041,Mercedes-Benz GLE 350,2020,"₦ 50,515,000","Jakande, Lekki, Lagos",Foreign Used,5.0,693 km
5042,Mercedes-Benz C 300,2010,"₦ 5,315,000","Festac, Lagos",Foreign Used,5.0,"73,436 km"
5043,Mercedes-Benz E 350,2015,"₦ 8,215,000","Festac, Lagos",Locally Used,5.0,"20,484 km"
5044,Toyota Corolla,2014,"₦ 4,715,000","Anthony, Lagos",Foreign Used,4.4,"45,477 km"
5045,Ford Flex,2009,"₦ 4,635,000","Ejigbo, Lagos",Foreign Used,4.6,"100,120 km"
5046,Lexus ES 350,2009,"₦ 3,705,000","Dopemu, Lagos",Foreign Used,4.6,"97,853 km"
5047,Toyota Camry,2011,"₦ 3,515,000","Egbeda, Lagos",Foreign Used,3.8,"194,940 km"
5048,Lexus GS 350,2008,"₦ 4,015,000","Dopemu, Lagos",Foreign Used,4.9,"105,920 km"
5049,Toyota Venza,2013,"₦ 7,815,000","Festac, Lagos",Foreign Used,5.0,"75,310 km"
5050,Toyota Sienna,2013,"₦ 7,815,000","Festac, Lagos",Foreign Used,5.0,"69,463 km"
5051,Mazda Tribute,2005,"₦ 2,115,000","Ikeja, Lagos",Foreign Used,4.6,"188,971 km"
5052,Toyota RAV 4,2007,"₦ 3,615,000","Ikeja, Lagos",Foreign Used,4.9,"185,449 km"
5053,Lexus ES 350,2008,"₦ 4,515,000","Ilupeju, Lagos",Foreign Used,4.6,"99,197 km"
5054,Lexus ES 350,2007,"₦ 2,715,000","Lagos, Lagos",Locally Used,4.3,"86,233 km"
5055,Toyota Camry,2008,"₦ 2,915,000","Agungi, Lekki, Lagos",Foreign Used,4.5,"91,259 km"
5056,Honda CR-V,2018,"₦ 13,215,000","Katampe Road, Abuja",Foreign Used,4.6,"550,111 km"
5057,Volkswagen Beetle,2012,"₦ 6,515,000","Katampe Road, Abuja",Foreign Used,4.8,"7,467 km"
5058,Kia Sorento,2005,"₦ 2,315,000","VGC, Lagos",Foreign Used,3.9,"200,436 km"
5059,Lexus GX 470,2004,"₦ 5,615,000","Stadium Road, Port Harcourt",Foreign Used,4.1,"184,765 km"
5060,Toyota Highlander,2015,"₦ 11,515,000","Ogba, Lagos",Foreign Used,4.8,"36,176 km"
5061,Honda CR-V,2019,"₦ 17,515,000","Ogba, Lagos",Foreign Used,4.8,"6,898 km"
5062,Toyota Corolla,2019,"₦ 14,015,000","Katampe Road, Abuja",Foreign Used,5.0,"23,101 km"
5063,Nissan Pathfinder,2008,"₦ 2,667,000","Isolo, Lagos",Foreign Used,4.7,"219,978 km"
5064,Toyota Sienna,2011,"₦ 8,515,000","Ikeja, Lagos",Foreign Used,4.9,"51,540 km"
5065,Lexus ES 300,2002,"₦ 2,325,000","Isolo, Lagos",Foreign Used,4.6,"131,531 km"
5066,Toyota Sienna,2011,"₦ 5,055,000","Isolo, Lagos",Foreign Used,4.7,"73,651 km"
5067,Toyota Landcruiser Prado,2010,"₦ 16,865,000","New road, Lekki, Lagos",Foreign Used,4.8,"69,760 km"
5068,Honda Civic,2010,"₦ 2,640,000","Chevron, Lekki, Lagos",Foreign Used,4.5,"119,014 km"
5069,Lexus ES 350,2007,"₦ 4,530,000","Ilasan New Road, Lekki, Lagos",Foreign Used,4.6,"142,573 km"
5070,Toyota Venza,2012,"₦ 6,715,000","New road, Lekki, Lagos",Foreign Used,4.8,"66,953 km"
5071,Lexus ES 350,2007,"₦ 4,215,000","Ikate, Lekki, Lagos",Foreign Used,4.6,"160,890 km"
5072,Lexus GX 460,2016,"₦ 22,015,000","Wuse 2, Abuja",Foreign Used,5.0,"114,761 km"
5073,Toyota Hilux,2016,"₦ 15,015,000","Kubwa Express, Abuja",Foreign Used,4.8,"93,238 km"
5074,Toyota Hilux,2017,"₦ 18,415,000","Festac, Lagos",Foreign Used,4.9,"40,707 km"
5075,Lexus ES 330,2003,"₦ 2,815,000","Lagos, Lagos",Foreign Used,4.4,"159,280 km"
5076,Mercedes-Benz CLS 500,2006,"₦ 3,215,000","Abule Egba, Lagos",Foreign Used,4.9,"51,494 km"
5077,Chevrolet Tahoe,2012,"₦ 6,215,000","VGC, Lagos",Locally Used,4.6,"123,456 km"
5078,Toyota Venza,2013,"₦ 9,465,000","Berger Mkt, Lagos",Foreign Used,4.9,"70,499 km"
5079,Toyota Venza,2013,"₦ 8,315,000","Berger Mkt, Lagos",Foreign Used,5.0,"72,405 km"
5080,Honda CR-V,2009,"₦ 3,535,000","Berger Mkt, Lagos",Foreign Used,4.9,"168,790 km"
5081,Audi A6,1998,"₦ 1,215,000","Ojodu Berger, Lagos",Locally Used,4.7,"264,586 km"
5082,MINI Cooper Coupé,2008,"₦ 3,815,000","Ilasan New Road, Lekki, Lagos",Foreign Used,4.9,"113,874 km"
5083,Mercedes-Benz C 180,2008,"₦ 3,015,000","Ikate, Lekki, Lagos",Locally Used,4.8,"153,001 km"
5084,Toyota Sienna,2015,"₦ 9,515,000","Abuja, Abuja",Foreign Used,5.0,"100,331 km"
5085,Toyota Avalon,2015,"₦ 8,615,000","Ikeja, Lagos",Foreign Used,4.8,"26,357 km"
5086,Toyota 4-Runner,2014,"₦ 19,191,000","Ikeja, Lagos",Foreign Used,4.9,"125,555 km"
5087,Toyota 4-Runner,2014,"₦ 19,701,000","Ikeja, Lagos",Foreign Used,4.9,"152,332 km"
5088,Toyota 4-Runner,2011,"₦ 13,785,000","Ikeja, Lagos",Foreign Used,4.8,"115,905 km"
5089,Toyota RAV 4,2013,"₦ 8,565,000","Ikeja, Lagos",Foreign Used,4.8,"64,324 km"
5090,Toyota Camry,2018,"₦ 19,701,000","Ikeja, Lagos",Foreign Used,4.9,"43,783 km"
5091,Toyota Camry,2018,"₦ 19,497,000","Ikeja, Lagos",Foreign Used,4.9,"35,459 km"
5092,Lexus ES 330,2004,"₦ 2,915,000","Lagos, Lagos",Foreign Used,4.5,"170,028 km"
5093,Toyota Previa,1998,"₦ 3,215,000","Apapa, Lagos",Foreign Used,4.9,"205,896 km"
5094,Lexus ES 350,2009,"₦ 5,015,000","Abuja, Abuja",Foreign Used,4.9,"44,220 km"
5095,Toyota Landcruiser Prado,2015,"₦ 19,515,000","Berger Mkt, Lagos",Foreign Used,5.0,"44,575 km"
5096,Lexus RX 350,2010,"₦ 8,515,000","Lagos, Lagos",Foreign Used,5.0,"72,205 km"
5097,Lexus GX 460,2014,"₦ 23,015,000","Lagos, Lagos",Foreign Used,5.0,"9,208 km"
5098,Lexus RX 300,2000,"₦ 2,315,000","Mushin, Lagos",Foreign Used,4.3,"101,521 km"
5099,Lexus ES 350,2010,"₦ 5,215,000","New road, Lekki, Lagos",Foreign Used,4.7,"71,245 km"
5100,Toyota Avalon,2013,"₦ 7,815,000","Abuja, Abuja",Foreign Used,4.9,"440,021 km"
5101,Lexus ES 330,2004,"₦ 2,565,000","Isolo, Lagos",Foreign Used,4.2,"102,598 km"
5102,Mercedes-Benz CLA 250,2015,"₦ 12,515,000","Jakande, Lekki, Lagos",Foreign Used,4.7,"56,045 km"
5103,Mercedes-Benz E 350,2014,"₦ 12,515,000","Jakande, Lekki, Lagos",Foreign Used,4.7,"116,120 km"
5104,Mercedes-Benz CLS 350,2008,"₦ 6,015,000","Egbeda, Lagos",Foreign Used,4.4,"205,060 km"
5105,Lexus RX 350,2017,"₦ 22,515,000","Jakande, Lekki, Lagos",Foreign Used,4.9,"62,929 km"
5106,Toyota Camry,2019,"₦ 17,215,000","Agungi, Lekki, Lagos",Foreign Used,4.9,"50,174 km"
5107,Toyota Venza,2012,"₦ 7,765,000","Agungi, Lekki, Lagos",Foreign Used,4.7,"83,810 km"
5108,Toyota Venza,2009,"₦ 6,865,000","Agungi, Lekki, Lagos",Foreign Used,4.7,"130,541 km"
5109,Lexus GX 460,2015,"₦ 26,015,000","Berger Mkt, Lagos",Foreign Used,5.0,"134,320 km"
5110,Lexus GX 460,2015,"₦ 21,015,000","Festac, Lagos",Foreign Used,5.0,"56,893 km"
5111,Toyota Highlander,2017,"₦ 21,015,000","Ikeja, Lagos",Foreign Used,4.9,"5,315 km"
5112,Toyota Highlander,2010,"₦ 6,815,000","Rumuomasi, Port Harcourt",Foreign Used,4.3,"86,583 km"
5113,Mercedes-Benz ML 350,2010,"₦ 6,515,000","Rumuomasi, Port Harcourt",Foreign Used,4.2,"66,267 km"
5114,Toyota Highlander,2005,"₦ 3,515,000","Rumuomasi, Port Harcourt",Foreign Used,4.1,"80,849 km"
5115,Mercedes-Benz C 300,2010,"₦ 4,915,000","Festac, Lagos",Foreign Used,5.0,"106,085 km"
5116,BMW 535,2009,"₦ 5,515,000","Festac, Lagos",Foreign Used,4.9,"156,254 km"
5117,Ford Mustang,2013,"₦ 8,015,000","VGC, Lagos",Foreign Used,4.6,"98,879 km"
5118,Hyundai Santa Fe,2009,"₦ 3,365,000","Kubwa Express, Abuja",Foreign Used,4.7,"128,134 km"
5119,Toyota Camry,2007,"₦ 3,015,000","Kubwa Express, Abuja",Foreign Used,4.7,"700,112 km"
5120,Toyota Matrix,2006,"₦ 2,465,000","Kubwa Express, Abuja",Foreign Used,4.6,"89,644 km"
5121,Toyota Avalon,2010,"₦ 5,515,000","Eliozu, Port Harcourt",Foreign Used,4.2,"156,025 km"
5122,Infiniti JX,2013,"₦ 7,915,000","Egbeda, Lagos",Foreign Used,4.9,"144,758 km"
5123,Ford Edge,2011,"₦ 6,515,000","Wuse 2, Lagos",Foreign Used,4.9,"174,246 km"
5124,Toyota Highlander,2006,"₦ 4,115,000","Surulere, Lagos",Foreign Used,5.0,"109,882 km"
5125,Toyota Corolla,2009,"₦ 3,615,000","Ikota, Lekki, Lagos",Foreign Used,4.6,"74,770 km"
5126,Toyota Highlander,2018,"₦ 21,515,000","Ikate, Lekki, Lagos",Foreign Used,4.8,"36,494 km"
5127,Toyota Sienna,2010,"₦ 3,015,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"85,244 km"
5128,Nissan Rogue,2019,"₦ 11,715,000","Festac, Lagos",Foreign Used,5.0,"29,628 km"
5129,Toyota 4-Runner,2008,"₦ 5,015,000","Festac, Lagos",Foreign Used,4.9,"246,012 km"
5130,Lexus IS 250,2007,"₦ 4,425,000","Ikota, Lekki, Lagos",Foreign Used,4.1,"81,604 km"
5131,Lexus RX 350,2004,"₦ 2,797,500","Lagos, Lagos",Locally Used,4.4,"168,704 km"
5132,Toyota Tacoma,2010,"₦ 7,015,000","Festac, Lagos",Foreign Used,4.9,"84,587 km"
5133,Toyota 4-Runner,2014,"₦ 15,515,000","Festac, Lagos",Foreign Used,4.9,"103,812 km"
5134,Land Rover Range Rover Sport,2010,"₦ 8,715,000","Festac, Lagos",Foreign Used,4.9,"214,030 km"
5135,Toyota Camry,2012,"₦ 5,680,000","Ikate, Lekki, Lagos",Foreign Used,4.8,"121,913 km"
5136,Mercedes-Benz E 350,2010,"₦ 6,815,000","VGC, Lagos",Foreign Used,4.4,"198,111 km"
5137,Mercedes-Benz SL 400,2016,"₦ 18,715,000","Berger Mkt, Lagos",New,5.0,0 km
5138,Mercedes-Benz C 300,2010,"₦ 5,815,000","Berger Mkt, Lagos",Foreign Used,4.8,"80,512 km"
5139,Acura MDX,2009,"₦ 4,215,000","Berger Mkt, Lagos",Foreign Used,5.0,"120,568 km"
5140,Ford Edge,2019,"₦ 22,675,000","Jakande, Lekki, Lagos",Foreign Used,5.0,"1,047 km"
5141,Toyota Corolla,2016,"₦ 6,504,000","Ojodu Berger, Lagos",Foreign Used,4.9,"73,331 km"
5142,Nissan Frontier,2006,"₦ 4,740,000","Ketu, Lagos",Foreign Used,4.7,"190,783 km"
5143,Toyota Corolla,2009,"₦ 2,965,000","Berger Mkt, Lagos",Foreign Used,4.9,"126,421 km"
5144,Mitsubishi Raider,2008,"₦ 3,375,000","Ilupeju, Lagos",Foreign Used,4.5,"72,398 km"
5145,Toyota Corolla,2016,"₦ 6,015,000","Kubwa Express, Abuja",Foreign Used,4.7,"44,001 km"
5146,Honda Accord,2013,"₦ 6,015,000","Kubwa Express, Abuja",Foreign Used,4.9,"400,111 km"
5147,Toyota RAV 4,2010,"₦ 6,015,000","Kubwa Express, Abuja",Foreign Used,4.6,"69,441 km"
5148,Toyota Camry,2014,"₦ 5,371,000","Ojodu Berger, Lagos",Foreign Used,5.0,"102,443 km"
5149,Toyota Hilux,2011,"₦ 10,515,000","Central Market, Kaduna",Locally Used,4.8,"120,519 km"
5150,Mercedes-Benz E 350,2012,"₦ 9,015,000","Surulere, Lagos",Foreign Used,4.9,"85,853 km"
5151,Honda Pilot,2009,"₦ 6,195,000","Surulere, Lagos",Foreign Used,4.8,"56,608 km"
5152,Toyota Camry,2016,"₦ 14,295,000","Surulere, Lagos",New,5.0,35 km
5153,Ford Focus,2013,"₦ 3,015,000","Festac, Lagos",Foreign Used,5.0,"119,388 km"
5154,Mazda Tribute,2005,"₦ 2,315,000","Festac, Lagos",Foreign Used,5.0,"167,323 km"
5155,Lexus RX 330,2003,"₦ 3,815,000","Festac, Lagos",Foreign Used,4.9,"91,499 km"
5156,Toyota Venza,2011,"₦ 7,215,000","Oniru, Lagos",Foreign Used,4.9,"81,664 km"
5157,Jeep Wrangler,2016,"₦ 14,805,000","Ogba, Lagos",Foreign Used,5.0,"5,469 km"
5158,Toyota Camry,2018,"₦ 14,015,000","Central Market, Kaduna",Foreign Used,5.0,"63,251 km"
5159,Toyota Land Cruiser,2019,"₦ 17,515,000","Central Market, Kaduna",Locally Used,4.8,"129,627 km"
5160,Toyota Camry,2013,"₦ 5,515,000","Kubwa Express, Abuja",Foreign Used,5.0,"42,041 km"
5161,Mercedes-Benz C 300,2008,"₦ 6,015,000","Kubwa Express, Abuja",Foreign Used,5.0,"50,501 km"
5162,Mercedes-Benz E 350,2014,"₦ 13,015,000","Garki 2, Abuja",Foreign Used,5.0,"32,411 km"
5163,Mercedes-Benz C 250,2012,"₦ 7,515,000","Kubwa Express, Abuja",Foreign Used,4.7,"34,881 km"
5164,Mercedes-Benz C 350,2008,"₦ 6,015,000","Kubwa Express, Abuja",Foreign Used,4.8,"520,011 km"
5165,Mercedes-Benz E 350,2013,"₦ 13,015,000","Kubwa Express, Abuja",Foreign Used,5.0,"22,936 km"
5166,Toyota Sienna,2008,"₦ 3,715,000","Kubwa Express, Abuja",Foreign Used,4.6,"62,001 km"
5167,Ford Edge,2008,"₦ 4,515,000","Kubwa Express, Abuja",Foreign Used,4.7,"55,561 km"
5168,Toyota Corolla,2006,"₦ 2,715,000","Berger Mkt, Lagos",Foreign Used,4.7,"121,362 km"
5169,Toyota Hiace,2008,"₦ 9,515,000","Rumuomasi, Port Harcourt",Locally Used,4.1,"46,086 km"
5170,Toyota Hilux,2011,"₦ 8,015,000","Rumuomasi, Port Harcourt",Locally Used,3.6,"55,285 km"
5171,Toyota Hilux,2011,"₦ 10,015,000","Rumuomasi, Port Harcourt",Locally Used,4.0,"84,160 km"
5172,Mitsubishi L300,2012,"₦ 5,015,000","Rumuomasi, Port Harcourt",Locally Used,3.5,"112,580 km"
5173,Lexus RX 350,2008,"₦ 4,815,000","Ikota, Lekki, Lagos",Foreign Used,4.3,"69,286 km"
5174,Dodge Caliber,2007,"₦ 2,715,000","Gwarinpa, Abuja",Foreign Used,5.0,"155,892 km"
5175,Toyota Highlander,2015,"₦ 14,515,000","Berger Mkt, Lagos",Foreign Used,5.0,"45,386 km"
5176,Lexus GX 460,2013,"₦ 17,515,000","Berger Mkt, Lagos",Foreign Used,5.0,"27,677 km"
5177,Toyota 4-Runner,2010,"₦ 12,015,000","Berger Mkt, Lagos",Foreign Used,5.0,"50,382 km"
5178,Mazda 323,2001,"₦ 1,415,000","Kubwa Express, Abuja",Foreign Used,4.8,"132,078 km"
5179,Chevrolet Camaro,2011,"₦ 6,195,000","Ikate, Lekki, Lagos",Foreign Used,4.2,"154,130 km"
5180,Toyota Land Cruiser,2017,"₦ 41,015,000","Ilasan New Road, Lekki, Lagos",Foreign Used,4.9,"54,453 km"
5181,Toyota Camry,2018,"₦ 15,015,000","Ilasan New Road, Lekki, Lagos",Foreign Used,4.9,"40,860 km"
5182,Lexus LX 570,2014,"₦ 26,535,000","Ojodu Berger, Lagos",Foreign Used,5.0,"38,390 km"
5183,Acura MDX,2017,"₦ 17,515,000","Festac, Lagos",Foreign Used,4.9,"56,563 km"
5184,Hyundai Genesis,2011,"₦ 4,320,000","Agidingbi, Lagos",Foreign Used,4.8,"116,711 km"
5185,Mercedes-Benz E 350,2010,"₦ 6,115,000","Agidingbi, Lagos",Foreign Used,4.5,"97,170 km"
5186,Volkswagen Touareg,2008,"₦ 4,115,000","Ikeja, Lagos",Foreign Used,4.4,"235,960 km"
5187,Nissan Versa,2015,"₦ 3,815,000","Ikeja, other",Foreign Used,4.9,"124,275 km"
5188,Acura TL,2004,"₦ 1,765,000","Ikeja, Lagos",Foreign Used,4.7,"156,041 km"
5189,Toyota 4-Runner,2010,"₦ 9,815,000","Admiralty, Lekki, Lagos",Foreign Used,4.9,"75,341 km"
5190,Toyota Highlander,2007,"₦ 4,005,000","Ilupeju, Lagos",Foreign Used,4.3,"98,177 km"
5191,Toyota Avalon,2006,"₦ 2,965,000","Berger Mkt, Lagos",New,4.8,"99,835 km"
5192,Hyundai Sonata,2013,"₦ 5,215,000","Egbeda, Lagos",Foreign Used,5.0,"105,745 km"
5193,Toyota RAV 4,2002,"₦ 2,815,000","Lokogoma, Abuja",Foreign Used,4.6,"66,302 km"
5194,Toyota RAV 4,2001,"₦ 2,815,000","Lokogoma, Abuja",Foreign Used,4.6,"87,100 km"
5195,Toyota Camry,2016,"₦ 7,015,000","Kubwa Express, Abuja",Foreign Used,4.7,"54,112 km"
5196,Pontiac Vibe,2009,"₦ 3,315,000","Katampe, Abuja",Foreign Used,4.5,"208,342 km"
5197,Toyota Sienna,2009,"₦ 3,900,000","Egbeda, Lagos",Foreign Used,4.8,"106,540 km"
5198,Mercedes-Benz GL 450,2012,"₦ 11,015,000","Berger Mkt, Lagos",Foreign Used,4.9,"90,462 km"
5199,Lexus RX 350,2011,"₦ 10,515,000","Berger Mkt, Lagos",Foreign Used,4.9,"68,402 km"
5200,Ford Edge,2012,"₦ 5,055,000","Ojodu Berger, Lagos",Foreign Used,4.9,"79,500 km"
5201,Mercedes-Benz GL 550,2014,"₦ 16,815,000","Oniru, Lagos",Foreign Used,4.8,"106,817 km"
5202,Honda Pilot,2011,"₦ 4,815,000","Isolo, Lagos",Foreign Used,4.2,"115,899 km"
5203,Toyota Avalon,2012,"₦ 5,580,000","Ojudu Berger, Lagos",Foreign Used,4.6,"66,520 km"
5204,Honda Crosstour,2011,"₦ 3,900,000","Egbeda, Lagos",Foreign Used,4.9,"129,223 km"
5205,Toyota Camry,2018,"₦ 17,015,000","Ipaja, Lagos",Foreign Used,4.9,"61,611 km"
5206,Lexus GS 300,2006,"₦ 1,995,000","Festac, Lagos",Locally Used,4.6,"126,074 km"
5207,Toyota 4-Runner,2005,"₦ 3,665,000","Ikota, Lekki, Lagos",Foreign Used,4.3,"189,102 km"
5208,Toyota Highlander,2018,"₦ 16,515,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"19,299 km"
5209,Toyota Corolla,2008,"₦ 2,615,000","Surulere, Lagos",New,4.8,"187,647 km"
5210,Toyota Highlander,2018,"₦ 18,015,000","Berger Mkt, Lagos",Foreign Used,5.0,"22,230 km"
5211,Volkswagen Touareg,2005,"₦ 1,915,000","Festac, Lagos",Locally Used,4.9,"143,763 km"
5212,Lexus RX 350,2013,"₦ 9,015,000","Berger Mkt, Lagos",Locally Used,4.9,"109,909 km"
5213,Toyota Highlander,2019,"₦ 18,515,000","Surulere, Lagos",Foreign Used,5.0,"30,318 km"
5214,Lexus IS 250,2008,"₦ 4,015,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"79,924 km"
5215,Lexus ES 350,2013,"₦ 8,015,000","Surulere, Lagos",Foreign Used,5.0,"67,682 km"
5216,Honda Ridgeline,2007,"₦ 3,915,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"138,252 km"
5217,Lexus RX 350,2011,"₦ 7,815,000","Isolo, Lagos",Foreign Used,4.3,"77,336 km"
5218,Honda Ridgeline,2007,"₦ 4,015,000","Isolo, Lagos",Foreign Used,4.1,"331,166 km"
5219,Toyota Sienna,2011,"₦ 5,680,000","Festac, Lagos",Foreign Used,4.8,"95,204 km"
5220,Lexus IS 350,2008,"₦ 4,530,000","Ikota, Lekki, Lagos",Foreign Used,4.5,"78,964 km"
5221,Lexus RX 350,2013,"₦ 9,015,000","Berger Mkt, Lagos",Foreign Used,4.8,"97,826 km"
5222,Mercedes-Benz ML 350,2007,"₦ 4,740,000","Igando, Lagos",Foreign Used,4.8,"252,152 km"
5223,Lexus GS 460,2006,"₦ 4,315,000","Katampe, Abuja",Foreign Used,4.6,"86,089 km"
5224,Toyota Corolla,2020,"₦ 16,015,000","Wuse 2, Abuja",Foreign Used,5.0,"7,346 km"
5225,Toyota RAV 4,2010,"₦ 5,580,000","Ojudu Berger, Lagos",Foreign Used,4.4,"94,821 km"
5226,Toyota Highlander,2004,"₦ 2,062,500","Lagos, Lagos",Locally Used,3.7,"167,144 km"
5227,Honda CR-V,2010,"₦ 4,135,000","TBS, Lagos",Foreign Used,4.9,"276,326 km"
5228,Ford Explorer,2011,"₦ 3,815,000","Agidingbi, Lagos",Locally Used,4.4,"112,642 km"
5229,Toyota Highlander,2019,"₦ 19,315,000","New road, Lekki, Lagos",Foreign Used,5.0,"24,702 km"
5230,Toyota Sienna,2011,"₦ 7,815,000","Kubwa Express, Abuja",Foreign Used,5.0,"52,664 km"
5231,Honda Crosstour,2013,"₦ 6,915,000","Festac, Lagos",Foreign Used,5.0,"113,509 km"
5232,Nissan Pathfinder,2014,"₦ 7,215,000","Berger Mkt, Lagos",Foreign Used,5.0,"191,262 km"
5233,Acura MDX,2004,"₦ 2,615,000","Berger Mkt, Lagos",Foreign Used,5.0,"222,856 km"
5234,Infiniti JX,2013,"₦ 11,015,000","Berger Mkt, Lagos",Foreign Used,5.0,"193,765 km"
5235,Mercedes-Benz ML 350,2013,"₦ 12,515,000","Ojodu Berger, Lagos",Foreign Used,4.8,"106,165 km"
5236,Mercedes-Benz ML 350,2006,"₦ 3,795,000","Iju, Lagos",Locally Used,4.7,"84,158 km"
5237,Toyota Sienna,2009,"₦ 3,060,000","Lagos, Lagos",Foreign Used,4.3,"114,690 km"
5238,Acura MDX,2005,"₦ 2,615,000","Berger Mkt, Lagos",Foreign Used,5.0,"256,354 km"
5239,Acura MDX,2007,"₦ 4,015,000","Berger Mkt, Lagos",Foreign Used,5.0,"136,504 km"
5240,Lexus ES 350,2008,"₦ 4,215,000","Surulere, Lagos",Foreign Used,4.7,"144,001 km"
5241,Toyota RAV 4,2006,"₦ 3,815,000","Ojodu Berger, Lagos",Foreign Used,4.7,"144,128 km"
5242,Toyota Corolla,2015,"₦ 5,680,000","Surulere, Lagos",Foreign Used,5.0,"65,149 km"
5243,Honda Accord,2009,"₦ 3,015,000","Kubwa Express, Abuja",Foreign Used,4.7,"645,571 km"
5244,Toyota Camry,2008,"₦ 3,765,000","Kubwa Express, Abuja",Foreign Used,4.6,"62,001 km"
5245,Lexus ES 350,2007,"₦ 4,215,000","Festac, Lagos",Foreign Used,4.6,"123,051 km"
5246,Chrysler 300 M,2012,"₦ 4,965,000","Egbeda, Lagos",Foreign Used,4.7,"163,563 km"
5247,Toyota Camry,2012,"₦ 3,415,000","Agidingbi, Lagos",Locally Used,4.1,"110,157 km"
5248,Honda Crosstour,2014,"₦ 4,740,000","Agidingbi, Lagos",Locally Used,4.3,"65,900 km"
5249,Honda Accord,2005,"₦ 1,905,000","Ilupeju, Lagos",Foreign Used,4.5,"197,982 km"
5250,Lexus LX 570,2015,"₦ 22,015,000","Surulere, Lagos",Foreign Used,5.0,"53,231 km"
5251,Toyota Highlander,2007,"₦ 3,815,000","Abule Egba, Lagos",Foreign Used,4.8,"115,741 km"
5252,Mitsubishi L200,2016,"₦ 6,515,000","Ilupeju, Lagos",Locally Used,4.6,"54,510 km"
5253,Toyota Highlander,2016,"₦ 13,515,000","Oniru, Lagos",Foreign Used,4.9,"70,110 km"
5254,Land Rover Range Rover Sport,2014,"₦ 21,515,000","Ilasan New Road, Lekki, Lagos",Foreign Used,5.0,"32,646 km"
5255,Toyota Sienna,2004,"₦ 2,645,000","Berger Mkt, Lagos",Foreign Used,4.7,"105,209 km"
