,Car_name,Year,Price,Location,Status,Ratings,Mileage
817,Toyota Camry,2010,"₦ 3,215,000","Sangotedo, Lekki, Lagos",Foreign Used,4.7,"77,231 km"
818,Mercedes-Benz E 350,2011,"₦ 5,515,000","Ikorodu, Lagos",Locally Used,4.5,"120,938 mi"
819,Mercedes-Benz G 500,2006,"₦ 16,015,000","Ikorodu, Lagos",Locally Used,4.7,"12,000 km"
820,Mercedes-Benz E 350,2010,"₦ 4,515,000","Ikorodu, Lagos",Locally Used,4.2,"46,035 km"
821,Mercedes-Benz S 550,2010,"₦ 5,515,000","Ikorodu, Lagos",Locally Used,4.7,"25,263 km"
822,Mercedes-Benz R 350,2007,"₦ 3,015,000","Ikorodu, Lagos",Locally Used,4.6,"62,258 mi"
823,Mercedes-Benz ML 550,2008,"₦ 3,015,000","Ikorodu, Lagos",Locally Used,4.6,"82,200 km"
824,Mercedes-Benz GLK 350,2013,"₦ 7,015,000","Ikorodu, Lagos",Locally Used,4.6,"86,420 km"
825,Mercedes-Benz GLK 350,2013,"₦ 7,515,000","Ikorodu, Lagos",Locally Used,4.6,"82,200 km"
826,Mercedes-Benz E 350,2011,"₦ 6,015,000","Ikorodu, Lagos",Foreign Used,4.5,"62,280 km"
827,Toyota Avensis Verso,2004,"₦ 3,415,000","Surulere, Lagos",Foreign Used,4.6,"294,574 km"
828,Lexus RX 350,2004,"₦ 4,515,000","Town, Port Harcourt",Foreign Used,4.8,0 km
829,Toyota Corolla,2003,"₦ 2,965,000","Town, Port Harcourt",Locally Used,4.6,"75,896 km"
830,Lexus RX 330,2004,"₦ 4,515,000","Town, Port Harcourt",Foreign Used,4.7,"4,843 km"
831,Toyota Sienna,2004,"₦ 2,715,000","Alimosho, Lagos",Foreign Used,4.9,"85,326 km"
832,Pontiac Vibe,2004,"₦ 2,215,000","Alimosho, Lagos",Foreign Used,4.8,"169,020 km"
833,Mercedes-Benz C 300,2008,"₦ 4,815,000","Ilupeju, Lagos",Foreign Used,4.8,"183,843 km"
834,Toyota Corolla,2009,"₦ 3,165,000","Ago, Lagos",Locally Used,5.0,"132,244 mi"
835,Acura MDX,2009,"₦ 4,515,000","Berger Mkt, Lagos",Foreign Used,5.0,"197,675 mi"
836,Mitsubishi Outlander,2011,"₦ 4,715,000","Berger Mkt, Lagos",Foreign Used,5.0,"139,876 mi"
837,Toyota Tacoma,2011,"₦ 6,115,000","Ilupeju, Lagos",Locally Used,4.7,"145,207 km"
838,Toyota Camry,2018,"₦ 12,015,000","Agidingbi, Lagos",Foreign Used,4.9,"39,847 km"
839,Toyota Hilux,2008,"₦ 6,315,000","Ilupeju, Lagos",Locally Used,4.5,"46,289 km"
840,Honda Accord,2015,"₦ 6,215,000","Agidingbi, Lagos",Foreign Used,4.8,"82,124 km"
841,Lexus RX 350,2013,"₦ 10,515,000","Agidingbi, Lagos",Foreign Used,4.9,"68,445 km"
842,Mercedes-Benz ML 350,2012,"₦ 12,515,000","Agidingbi, Lagos",Foreign Used,4.8,"123,701 km"
843,Mercedes-Benz C 300,2008,"₦ 4,425,000","Agungi, Lekki, Lagos",Foreign Used,4.9,"84,680 mi"
844,Mercedes-Benz C 300,2015,"₦ 10,515,000","Iju, Lagos",Foreign Used,4.9,"120,702 km"
845,Mercedes-Benz GLE 450,2016,"₦ 29,215,000","Surulere, Lagos",Locally Used,5.0,"41,774 km"
846,Lexus RX 330,2004,"₦ 4,320,000","Ipaja, Lagos",Foreign Used,4.9,"124,718 mi"
847,Toyota Avensis,2006,"₦ 1,815,000","Isolo, Lagos",Foreign Used,4.7,"128,905 km"
848,Lexus RX 300,2000,"₦ 2,535,000","Isolo, Lagos",Foreign Used,4.8,"118,564 km"
849,Toyota Camry,2006,"₦ 2,415,000","Ago, Lagos",Foreign Used,4.4,"115,285 km"
850,Toyota Avalon,2008,"₦ 3,615,000","Ogba, Lagos",Foreign Used,4.8,"200,000 mi"
851,Toyota Sienna,2008,"₦ 3,815,000","Ojodu Berger, Lagos",Foreign Used,4.5,"125,476 km"
852,Nissan Rogue,2013,"₦ 4,515,000","Ojodu Berger, Lagos",Foreign Used,4.8,"276,424 km"
853,Lexus LX 570,2019,"₦ 80,015,000","Wuse 2, Abuja",Foreign Used,5.0,"1,607 km"
854,Mercedes-Benz C 230,2006,"₦ 3,365,000","Festac, Lagos",Foreign Used,5.0,"272,920 mi"
855,Toyota Tacoma,2007,"₦ 7,515,000","Ikeja, Lagos",Foreign Used,4.9,"144,624 km"
856,Toyota Venza,2015,"₦ 9,515,000","Ikota, Lekki, Lagos",Foreign Used,4.4,"74,305 mi"
857,Toyota Sienna,2006,"₦ 2,665,000","Isolo, Lagos",Foreign Used,4.6,"218,291 km"
858,Toyota Sienna,2011,"₦ 6,715,000","Ipaja, Lagos",Foreign Used,4.8,"175,766 km"
859,Toyota Camry,2009,"₦ 3,215,000","Ago, Lagos",Foreign Used,4.7,"102,514 mi"
860,Seat Alhambra,2002,"₦ 2,365,000","Ipaja, Lagos",Foreign Used,4.6,"225,291 km"
861,Lexus RX 300,2001,"₦ 2,915,000","Ipaja, Lagos",Foreign Used,4.6,"247,414 km"
862,Lexus RX 330,2005,"₦ 4,015,000","Ikota, Lekki, Lagos",Foreign Used,4.7,"86,246 km"
863,Toyota Sienna,2011,"₦ 5,515,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"99,149 km"
864,Toyota Corolla,2017,"₦ 7,515,000","Agungi, Lekki, Lagos",Foreign Used,4.8,"18,591 km"
865,Toyota Corolla,2017,"₦ 7,515,000","Agungi, Lekki, Lagos",Foreign Used,4.8,"48,297 km"
866,Toyota Camry,2014,"₦ 5,515,000","Agungi, Lekki, Lagos",Foreign Used,4.8,"26,280 km"
867,Toyota Corolla,2018,"₦ 7,515,000","Agungi, Lekki, Lagos",Foreign Used,4.8,"27,135 km"
868,Ford Edge,2009,"₦ 3,015,000","Ado-Odo/Ota, Ogun",Foreign Used,4.6,"189,785 km"
869,Lexus ES 350,2007,"₦ 4,215,000","Meiran, Lagos",Foreign Used,4.7,"136,266 km"
870,BMW X6,2009,"₦ 8,515,000","Agungi, Lekki, Lagos",Locally Used,5.0,"15,590 km"
871,Toyota Highlander,2011,"₦ 4,515,000","Ikeja, Lagos",Locally Used,4.6,"133,280 km"
872,Toyota Camry,2014,"₦ 5,015,000","Agungi, Lekki, Lagos",Foreign Used,4.8,"96,222 km"
873,Toyota Camry,2016,"₦ 8,715,000","Agungi, Lekki, Lagos",Foreign Used,4.8,"94,360 km"
874,Toyota RAV 4,2018,"₦ 14,015,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.6,"41,947 km"
875,Lexus IS 350,2006,"₦ 4,515,000","Agidingbi, Lagos",Foreign Used,4.6,"89,167 km"
876,Toyota Corolla,2010,"₦ 3,615,000","Agidingbi, Lagos",Foreign Used,4.7,"98,456 km"
877,Lexus ES 350,2008,"₦ 4,015,000","Agidingbi, Lagos",Foreign Used,4.4,"172,435 km"
878,Infiniti FX 35,2011,"₦ 6,515,000","Agungi, Lekki, Lagos",Foreign Used,5.0,"59,644 km"
879,Hyundai Tucson,2008,"₦ 1,315,000","Ipaja, Lagos",Locally Used,3.8,"175,657 km"
880,Toyota Camry,2011,"₦ 3,665,000","Ilupeju, Lagos",Foreign Used,4.7,"120,531 km"
881,Nissan Frontier,2007,"₦ 3,915,000","Ikeja, Lagos",Locally Used,4.6,"84,231 km"
882,Toyota Highlander,2012,"₦ 6,015,000","Alimosho, Lagos",Foreign Used,4.8,"121,168 km"
883,Dodge RAM,2010,"₦ 9,015,000","Ogba, Lagos",Foreign Used,4.9,"83,005 km"
884,Honda Pilot,2012,"₦ 4,845,000","Ogba, Lagos",Foreign Used,4.7,"126,486 km"
885,Mercedes-Benz ML 350,2012,"₦ 12,015,000","Ogba, Lagos",Foreign Used,4.9,"150,407 km"
886,Toyota Camry,2007,"₦ 1,815,000","Ojodu Berger, Lagos",Locally Used,4.5,"166,084 mi"
887,Mercedes-Benz C 350,2013,"₦ 7,815,000","Berger Mkt, Lagos",Foreign Used,5.0,"140,417 mi"
888,Toyota RAV 4,2006,"₦ 2,465,000","Rumukurushi, Port Harcourt",Locally Used,4.8,"105,049 km"
889,Toyota Camry,2007,"₦ 2,315,000","Rumukurushi, Port Harcourt",Locally Used,4.1,"172,824 km"
890,Acura TL,2006,"₦ 2,225,000","Ogba, Lagos",Foreign Used,4.9,"85,237 km"
891,Lexus GS 460,2008,"₦ 5,515,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"82,577 km"
892,Mercedes-Benz C 300,2009,"₦ 5,215,000","Ikota, Lekki, Lagos",Foreign Used,4.3,"155,404 km"
893,Honda Accord,2014,"₦ 5,315,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"1,112 km"
894,Toyota Venza,2013,"₦ 7,315,000","Ilupeju, Lagos",Foreign Used,4.8,"90,206 km"
895,Mercedes-Benz CLA 250,2015,"₦ 12,015,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.8,"33,832 km"
896,Lexus ES 350,2017,"₦ 22,015,000","Jahi, Abuja",Foreign Used,4.9,"16,174 km"
897,Toyota Sienna,2007,"₦ 2,915,000","Isolo, Lagos",Foreign Used,4.7,"220,325 km"
898,Toyota Sienna,2007,"₦ 2,965,000","Ipaja, Lagos",Foreign Used,4.7,"125,776 km"
899,Toyota Sienna,2008,"₦ 33,015,000","Ago, Lagos",Foreign Used,4.4,"179,978 mi"
900,Toyota Avalon,2013,"₦ 8,015,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.7,"147,139 km"
901,Lexus ES 350,2007,"₦ 4,015,000","New road, Lekki, Lagos",Foreign Used,4.9,"121,518 km"
902,Toyota Camry,2012,"₦ 5,315,000","Sangotedo, Lekki, Lagos",Foreign Used,4.9,"63,593 km"
903,Land Rover Range Rover Sport,2009,"₦ 4,530,000","Isolo, Lagos",Foreign Used,4.8,"145,226 km"
904,Toyota Camry,2003,"₦ 2,765,000","Stadium Road, Port Harcourt",Foreign Used,4.9,"229,541 km"
905,Toyota Camry,2004,"₦ 2,565,000","Alimosho, Lagos",Foreign Used,4.7,"85,203 km"
906,Mercedes-Benz GLK 350,2010,"₦ 6,915,000","Festac, Lagos",Foreign Used,5.0,"191,814 mi"
907,Mercedes-Benz ML 350,2015,"₦ 12,815,000","Festac, Lagos",Foreign Used,5.0,"69,718 mi"
908,Honda Element,2003,"₦ 865,000","Rumukurushi, Port Harcourt",Locally Used,4.5,"212,727 km"
909,Toyota Camry,2008,"₦ 3,715,000","Rumukurushi, Port Harcourt",Foreign Used,4.6,"171,779 km"
910,Toyota Corolla,2000,"₦ 1,865,000","Rumukurushi, Port Harcourt",Locally Used,4.4,"56,876 km"
911,Mercedes-Benz GLK 350,2010,"₦ 7,515,000","Ago, Lagos",Foreign Used,4.7,"85,837 km"
912,Mercedes-Benz GLK 350,2010,"₦ 7,515,000","Ago, Lagos",Foreign Used,4.7,"142,775 km"
913,Mercedes-Benz GLK 350,2012,"₦ 8,115,000","Ago, Lagos",Foreign Used,4.7,"171,289 km"
914,Mercedes-Benz GLK 350,2013,"₦ 11,015,000","Ikeja, Lagos",Foreign Used,4.9,"57,898 km"
915,Mercedes-Benz GLK 350,2011,"₦ 8,515,000","Ipaja, Lagos",Foreign Used,4.8,"235,246 km"
916,Mercedes-Benz GLK 350,2015,"₦ 11,515,000","Ago, Lagos",Foreign Used,4.7,"105,774 km"
917,Mercedes-Benz GLK 350,2010,"₦ 7,015,000","Isolo, Lagos",Foreign Used,4.5,"108,592 km"
918,Mercedes-Benz GLK 350,2013,"₦ 10,015,000","Amuwo-Odofin, Lagos",Foreign Used,4.7,"66,532 km"
919,Mercedes-Benz GLK 350,2013,"₦ 9,515,000","Ago, Lagos",Foreign Used,4.6,"99,033 km"
920,Mercedes-Benz GLK 350,2013,"₦ 10,315,000","Ago, Lagos",Foreign Used,4.7,"99,430 km"
921,Mercedes-Benz GLK 350,2015,"₦ 10,515,000","Ago, Lagos",Foreign Used,4.6,"117,826 km"
922,Land Rover Range Rover,2010,"₦ 8,515,000","Sangotedo, Lekki, Lagos",Foreign Used,5.0,"142,656 km"
923,Mercedes-Benz GL 450,2013,"₦ 13,015,000","Sangotedo, Lekki, Lagos",Foreign Used,5.0,"111,855 km"
924,Toyota Corolla,2010,"₦ 3,315,000","Sangotedo, Lekki, Lagos",Foreign Used,4.6,"85,423 km"
925,Toyota Camry,2007,"₦ 3,115,000","Ago, Lagos",Foreign Used,4.5,"135,467 km"
926,Mercedes-Benz C 300,2015,"₦ 9,015,000","Isolo, Lagos",Locally Used,4.7,"35,487 km"
927,Mercedes-Benz GLK 350,2011,"₦ 4,915,000","Isolo, Lagos",Foreign Used,4.4,"81,472 km"
928,Toyota Corolla,2014,"₦ 5,315,000","Ikotun, Lagos",Foreign Used,4.7,"64,074 mi"
929,Acura TSX,2010,"₦ 3,715,000","Ikotun, Lagos",Foreign Used,4.2,"148,200 mi"
930,Mercedes-Benz GLK 350,2010,"₦ 7,515,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"154,603 km"
931,Toyota Corolla,2012,"₦ 4,715,000","Ago, Lagos",Foreign Used,4.6,"130,028 km"
932,Toyota Sienna,2007,"₦ 4,015,000","Amuwo-Odofin, Lagos",Foreign Used,4.7,"95,405 km"
933,Honda CR-V,2007,"₦ 2,815,000","Ago, Lagos",Foreign Used,4.5,"95,405 km"
934,Lexus ES 350,2011,"₦ 5,815,000","Lagos, Lagos",Foreign Used,5.0,"35,214 km"
935,Toyota Highlander,2008,"₦ 6,315,000","Sangotedo, Lekki, Lagos",Foreign Used,4.6,"12,044 km"
936,Toyota Camry,2019,"₦ 11,015,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"6,224 km"
937,Toyota Corolla,2015,"₦ 6,815,000","Kubwa Express, Abuja",Foreign Used,4.9,"68,313 km"
938,Toyota Corolla,2015,"₦ 7,015,000","Kubwa Express, Abuja",Foreign Used,4.8,"235,271 km"
939,Toyota RAV 4,2016,"₦ 10,715,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.7,"62,598 km"
940,Toyota RAV 4,2013,"₦ 7,715,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.7,"68,567 km"
941,Honda Accord,2008,"₦ 2,315,000","Iju, Lagos",Foreign Used,4.7,"84,727 km"
942,Toyota Highlander,2008,"₦ 5,212,500","Alimosho, Lagos",Foreign Used,4.9,"109,879 km"
943,Toyota Venza,2011,"₦ 7,122,000","Alimosho, Lagos",Foreign Used,4.9,"67,159 km"
944,Toyota Sienna,2007,"₦ 2,955,000","Alimosho, Lagos",Foreign Used,4.9,"186,520 km"
945,Lexus RX 350,2013,"₦ 10,419,000","Alimosho, Lagos",Foreign Used,4.9,"58,577 km"
946,Lexus ES 350,2007,"₦ 3,965,000","Ogba, Lagos",Foreign Used,4.8,"98,905 km"
947,Lexus RX 330,2003,"₦ 4,740,000","Ogba, Lagos",Foreign Used,4.8,"198,928 km"
948,Hyundai Sonata,2011,"₦ 3,220,000","Ogba, Lagos",Foreign Used,4.8,"96,489 km"
949,Toyota Highlander,2013,"₦ 7,740,000","Ago, Lagos",Foreign Used,4.9,"85,932 km"
950,Toyota Corolla,2016,"₦ 6,092,000","Ago, Lagos",Foreign Used,4.9,"42,691 km"
951,Mercedes-Benz ML 350,2011,"₦ 7,225,000","Ago, Lagos",Foreign Used,5.0,"97,442 km"
952,Toyota Highlander,2005,"₦ 3,847,000","Ago, Lagos",Foreign Used,4.9,"235,995 km"
953,Mercedes-Benz ML 350,2012,"₦ 12,515,000","Ago, Lagos",Foreign Used,4.6,"127,314 km"
954,Lexus ES 350,2007,"₦ 4,815,000","Ago, Lagos",Foreign Used,4.8,"78,319 km"
955,Land Rover Range Rover,2006,"₦ 2,915,000","Ago, Lagos",Locally Used,4.2,"109,312 mi"
956,Toyota Sienna,2012,"₦ 7,715,000","Lagos, Lagos",Foreign Used,5.0,"84,483 km"
957,Mercedes-Benz GLA 250,2017,"₦ 18,515,000","Lagos, Lagos",Foreign Used,5.0,"60,362 km"
958,Mercedes-Benz GLE 350,2020,"₦ 45,515,000","Lagos, Lagos",Foreign Used,5.0,"3,079 km"
959,Toyota Tundra,2015,"₦ 25,515,000","Lagos, Lagos",Foreign Used,4.9,"55,064 km"
960,Mercedes-Benz ML 350,2012,"₦ 11,515,000","Lagos, Lagos",Foreign Used,4.9,"61,495 km"
961,Land Rover Range Rover Sport,2015,"₦ 16,515,000","Lagos, Lagos",Locally Used,5.0,"59,527 km"
962,Lexus ES 350,2013,"₦ 10,715,000","Lagos, Lagos",Foreign Used,5.0,"49,831 km"
963,Toyota Avalon,2014,"₦ 8,715,000","Lagos, Lagos",Foreign Used,5.0,"53,626 km"
964,Toyota Camry,2015,"₦ 8,715,000","Lagos, Lagos",Foreign Used,5.0,"67,425 km"
965,Toyota Camry,2016,"₦ 9,515,000","Lagos, Lagos",Foreign Used,5.0,"52,542 km"
966,Toyota Camry,2010,"₦ 3,690,000","Alimosho, Lagos",Foreign Used,4.8,"182,029 km"
967,Honda Accord,2006,"₦ 2,535,000","Alimosho, Lagos",Foreign Used,4.8,"101,611 km"
968,Toyota Corolla,2003,"₦ 2,365,000","Alimosho, Lagos",Foreign Used,4.8,"128,378 km"
969,Toyota Highlander,2007,"₦ 3,795,000","Alimosho, Lagos",Foreign Used,4.8,"98,506 km"
970,Toyota Corolla,2014,"₦ 5,415,000","Ago, Lagos",Foreign Used,4.7,"41,040 km"
971,Toyota Tundra,2008,"₦ 9,815,000","Ogba, Lagos",Foreign Used,4.8,"145,829 km"
972,Jeep Wrangler,2008,"₦ 13,015,000","Ogba, Lagos",Foreign Used,4.9,"117,405 km"
973,Honda Accord,2016,"₦ 6,615,000","Ogba, Lagos",Locally Used,4.8,"22,329 km"
974,Toyota Camry,2015,"₦ 8,215,000","Ogba, Lagos",Foreign Used,4.9,"62,470 km"
975,Lexus RX 350,2019,"₦ 24,515,000","Ogba, Lagos",Foreign Used,4.8,"7,150 mi"
976,Lexus RX 350,2010,"₦ 5,815,000","Surulere, Lagos",Locally Used,4.1,"166,328 km"
977,Toyota Venza,2014,"₦ 8,515,000","Amuwo-Odofin, Lagos",Foreign Used,5.0,"42,280 km"
978,Lexus NX 200,2017,"₦ 19,515,000","Garki 2, Abuja",Foreign Used,5.0,"18,572 km"
979,Mercedes-Benz GLC 300,2016,"₦ 21,015,000","Lagos, Lagos",Foreign Used,5.0,"23,927 km"
980,Mercedes-Benz GLC 43 AMG,2018,"₦ 36,715,000","Lagos, Lagos",Foreign Used,5.0,"28,233 km"
981,Mercedes-Benz GLC 300,2017,"₦ 20,015,000","Lagos, Lagos",Foreign Used,5.0,"133,540 km"
982,Toyota Highlander,2013,"₦ 7,615,000","Ikorodu, Lagos",Foreign Used,4.9,"91,288 km"
983,Lexus GX 460,2011,"₦ 15,015,000","Ikorodu, Lagos",Foreign Used,4.6,"71,613 km"
984,Toyota Avalon,2008,"₦ 3,115,000","Ikorodu, Lagos",Foreign Used,4.4,"143,225 km"
985,Toyota Camry,2010,"₦ 4,515,000","Anthony, Lagos",Foreign Used,4.9,"136,513 km"
986,Toyota Camry,2012,"₦ 5,615,000","Ojodu Berger, Lagos",Foreign Used,4.0,"174,799 km"
987,Toyota Avalon,2013,"₦ 7,815,000","Ojodu Berger, Lagos",Foreign Used,4.5,"51,607 km"
988,Toyota RAV 4,2012,"₦ 5,615,000","Ojodu Berger, Lagos",Foreign Used,4.6,"74,575 km"
989,Lexus RX 350,2008,"₦ 5,055,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.9,"95,600 km"
990,Toyota 4-Runner,2016,"₦ 16,015,000","Amuwo-Odofin, Lagos",Foreign Used,5.0,"79,846 km"
991,Toyota Corolla,2005,"₦ 2,692,500","Lagos Ibadan Express Way, Lagos",Foreign Used,4.8,"118,381 mi"
992,Toyota Venza,2011,"₦ 6,415,000","Amuwo-Odofin, Lagos",Foreign Used,5.0,"165,887 km"
993,Mercedes-Benz GL 450,2014,"₦ 13,015,000","Lekki, Lagos",Locally Used,4.9,"72,805 km"
994,Mercedes-Benz GLK 350,2011,"₦ 6,715,000","Jakande, Lekki, Lagos",Foreign Used,4.7,"106,391 km"
995,Toyota Camry,2011,"₦ 4,515,000","Anthony, Lagos",Foreign Used,4.7,"126,048 km"
996,Toyota RAV 4,2015,"₦ 8,815,000","Anthony, Lagos",Foreign Used,4.9,"126,048 km"
997,Toyota Corolla,2012,"₦ 4,615,000","Kubwa Express, Abuja",Foreign Used,5.0,"42,574 km"
998,Toyota Corolla,2013,"₦ 4,615,000","Jahi, Abuja",Foreign Used,5.0,0 km
999,Toyota Hilux,2008,"₦ 10,015,000","Ikeja, Lagos",Foreign Used,4.7,"42,975 km"
1000,Lexus IS 250,2008,"₦ 4,715,000","Isolo, Lagos",Foreign Used,4.6,"112,875 km"
1001,Toyota Corolla,2013,"₦ 4,615,000","Berger Mkt, Lagos",Foreign Used,5.0,"85,247 km"
1002,Lexus GX 470,2005,"₦ 3,515,000","Eliozu, Port Harcourt",Locally Used,4.7,"213,124 km"
1003,Toyota Camry,2010,"₦ 3,415,000","Eliozu, Port Harcourt",Foreign Used,4.6,"84,700 km"
1004,Hyundai Sonata,2013,"₦ 4,215,000","Eliozu, Port Harcourt",Foreign Used,4.7,"113,206 km"
1005,Toyota Avalon,2013,"₦ 7,615,000","Eliozu, Port Harcourt",Foreign Used,4.7,"113,528 km"
1006,Toyota Corolla,2009,"₦ 3,515,000","Garki 2, Abuja",Foreign Used,5.0,"75,200 km"
1007,Toyota Camry,2008,"₦ 3,265,000","Surulere, Lagos",Foreign Used,4.6,"78,428 km"
1008,Toyota Corolla,2016,"₦ 6,515,000","Gwarinpa, Abuja",Foreign Used,4.9,"74,377 km"
1009,Toyota 4-Runner,2010,"₦ 8,515,000","Ipaja, Lagos",Foreign Used,4.9,"72,105 mi"
1010,Honda Element,2003,"₦ 2,915,000","Ikeja, Lagos",Foreign Used,4.7,"166,732 km"
1011,Toyota Corolla,2017,"₦ 7,515,000","Ikeja, Lagos",Foreign Used,4.8,"81,806 km"
1012,Toyota Sienna,2009,"₦ 3,615,000","Ikeja, Lagos",Foreign Used,4.9,"167,571 km"
1013,Toyota Sienna,2007,"₦ 3,915,000","Ikeja, Lagos",Foreign Used,4.7,"85,649 km"
1014,Mercedes-Benz ML 350,2010,"₦ 6,415,000","Berger Mkt, Lagos",Foreign Used,4.9,"121,454 km"
1015,Toyota Corolla,2017,"₦ 8,015,000","Gwarinpa, Abuja",Foreign Used,4.9,"75,894 km"
1016,Lexus LX 570,2008,"₦ 12,815,000","Ikate, Lekki, Lagos",Locally Used,4.9,"42,206 km"
1017,Honda CR-V,2015,"₦ 9,515,000","Amuwo-Odofin, Lagos",Foreign Used,4.9,"36,828 km"
1018,Toyota Corolla,2010,"₦ 3,515,000","Isolo, Lagos",Foreign Used,4.3,"127,299 km"
1019,Toyota RAV 4,2010,"₦ 5,474,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.9,"119,627 mi"
1020,Toyota RAV 4,2010,"₦ 5,415,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.9,"82,454 mi"
1021,Mazda 626,2002,"₦ 1,915,000","Kubwa Express, Abuja",Foreign Used,4.8,"136,490 km"
1022,Toyota Highlander,2007,"₦ 3,690,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.8,"252,969 mi"
1023,Volkswagen Golf,1999,"₦ 1,915,000","Kubwa Express, Abuja",Foreign Used,5.0,"180,045 km"
1024,Mercedes-Benz ML 350,2013,"₦ 13,275,000","Ikoyi, Lagos",Foreign Used,4.9,"79,200 km"
1025,Acura RDX,2008,"₦ 3,480,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.9,"123,000 km"
1026,Lexus RX 350,2013,"₦ 10,515,000","Festac, Lagos",Foreign Used,5.0,"59,456 mi"
1027,Toyota Matrix,2009,"₦ 3,315,000","VGC, Lagos",Foreign Used,4.7,"250,485 km"
1028,Mazda 626,1999,"₦ 1,915,000","Kubwa Express, Abuja",Foreign Used,5.0,"101,826 km"
1029,Lexus RX 350,2010,"₦ 7,740,000","Gbagada, Lagos",Foreign Used,4.8,"95,660 km"
1030,Toyota Highlander,2015,"₦ 14,805,000","Gbagada, Lagos",Foreign Used,4.8,"36,409 km"
1031,Mercedes-Benz E 350,2010,"₦ 5,886,000","Gbagada, Lagos",Foreign Used,4.9,"3,467 km"
1032,Mercedes-Benz E 550,2010,"₦ 5,886,000","Gbagada, Lagos",Foreign Used,4.8,"55,829 km"
1033,Toyota Highlander,2011,"₦ 7,815,000","Berger Mkt, Lagos",Foreign Used,5.0,"151,854 mi"
1034,Toyota Yaris,2008,"₦ 3,215,000","Kubwa Express, Abuja",Foreign Used,4.6,"105,632 km"
1035,Toyota Hiace,2012,"₦ 2,765,000","Ago, Lagos",Locally Used,3.1,"740,642 km"
1036,Toyota Hiace,2012,"₦ 2,765,000","Ago, Lagos",Locally Used,3.6,"733,845 km"
1037,Lexus GX 460,2011,"₦ 12,915,000","Anthony, Lagos",Foreign Used,4.5,"144,029 km"
1038,Toyota Sienna,1999,"₦ 2,215,000","Ojodu Berger, Lagos",Foreign Used,4.9,"9,686 mi"
1039,Toyota Hiace,2013,"₦ 3,480,000","Ago, Lagos",Locally Used,4.1,"640,985 km"
1040,Toyota Hiace,2014,"₦ 6,710,000","Ago, Lagos",Locally Used,3.5,"798,297 km"
1041,Toyota Hiace,2006,"₦ 2,850,000","Ago, Lagos",Locally Used,2.7,"859,671 mi"
1042,Opel Zafira,2000,"₦ 2,115,000","Kubwa Express, Abuja",Foreign Used,4.8,"240,142 km"
1043,Peugeot 307,2002,"₦ 2,315,000","Kubwa Express, Abuja",Foreign Used,4.5,"122,166 km"
1044,Toyota RAV 4,2017,"₦ 9,515,000","Ikota, Lekki, Lagos",Foreign Used,5.0,"54,909 km"
1045,Mercedes-Benz GLK 350,2015,"₦ 10,515,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"61,132 km"
1046,Mercedes-Benz GLK 350,2014,"₦ 10,215,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"151,274 km"
1047,Toyota Venza,2013,"₦ 6,215,000","Ikota, Lekki, Lagos",Foreign Used,4.7,"137,219 km"
1048,Toyota Camry,2009,"₦ 3,240,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.9,"194,225 mi"
1049,Toyota Corolla,2009,"₦ 3,715,000","Jahi, Abuja",Foreign Used,4.6,"69,731 km"
1050,Toyota Corolla,2009,"₦ 3,615,000","Gwarinpa, Abuja",Foreign Used,4.4,"69,841 km"
1051,Toyota Camry,2007,"₦ 3,665,000","Sangotedo, Lekki, Lagos",Foreign Used,4.6,"97,472 km"
1052,Lexus ES 350,2008,"₦ 5,615,000","Ogba, Lagos",Foreign Used,4.7,"87,771 km"
1053,Toyota Corolla,2014,"₦ 5,815,000","Ogba, Lagos",Foreign Used,4.8,"154,185 km"
1054,Toyota Matrix,2005,"₦ 3,015,000","Ogba, Lagos",Foreign Used,4.9,"97,554 km"
1055,Toyota RAV 4,2017,"₦ 11,515,000","Ogba, Lagos",Foreign Used,4.9,"48,118 km"
1056,Toyota Avalon,2008,"₦ 3,515,000","Ogba, Lagos",Foreign Used,4.8,"91,233 km"
1057,Suzuki XL-7,2008,"₦ 3,315,000","Ikorodu, Lagos",Foreign Used,4.8,"108,245 km"
1058,Hyundai Tucson,2014,"₦ 6,515,000","Ikorodu, Lagos",New,4.5,"89,221 mi"
1059,Subaru Outback,2008,"₦ 2,865,000","Ikorodu, Lagos",New,4.1,"139,752 km"
